title,english_title,url,genre,writer,artist,original,featured,pages,characters,synopsis,story_synopsis,cover_image,link,status
운영자의 권한으로,authority_of_the_operator,https://www.toons.kr/10ebeffa-f24c-4eec-b03a-96e9f0bca96e,"소년,스릴러",리즈,시혜,카카오페이지 구독자 22.1만,,39,,카카오페이지 구독자 22.1만,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F489993e2-3153-4f20-bf41-0a6c8a6a14c2%2F%EC%9A%B4%EC%98%81%EC%9E%90%EC%9D%98_%EA%B6%8C%ED%95%9C%EC%9C%BC%EB%A1%9C_2.jpg&blockId=04914471-e1b9-4c52-969f-8b9111b56e66,https://page.kakao.com/home?seriesId=57672662,live 연재 중
고양이 뚜껑,cat_ggeong,https://www.toons.kr/12828e78-e121-4043-b3bc-3088ba473a74,"일상,동물",이백,황짠느,,,,,,고양이와 사람이 함께 동고동락하면서 일어나는 리얼 집사 이야기,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F39f7e328-b85e-46d2-9681-97f3369272d7%2F%EC%BB%A4%EB%B2%84%EC%9D%B4%EB%AF%B8%EC%A7%80.jpg&blockId=7ab99bbb-53cb-4e36-bad7-14bd455fd3f3,https://page.kakao.com/home?seriesId=50914223,연재 종료
주작학원,,https://www.toons.kr/1496cd18-9693-40a4-b431-fdc29c67ca36,"드라마,학원,액션",후렛샤,웨이브,CJ ENM 인스타그램 홍보 - CJ ENM Official - CJ ENM ent - CJ ENM movie,CJ ENM,2,,CJ ENM 인스타그램 홍보 - CJ ENM Official - CJ ENM ent - CJ ENM movie,"기득권층들의 파렴치한 비리들을 주작하여 사회적약자들에게 억울한 누명을 씌우는 일명 '조각사업', 진영이의 소박하고도 화목한 가정은 그 타겟이 되면서 삶이 주작당한다.그러나 진영이에게는 차선책이 있다. 주작은 주작으로, 진영과 친구들은 반격을 개시한다.TOP",https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F703b95eb-da1f-49c9-bf33-cf4ac8adb0b0%2F%25EC%25A3%25BC%25EC%259E%2591%25ED%2595%2599%25EC%259B%2590_%25EB%258C%2580%25ED%2591%259C%25EC%259D%25B4%25EB%25AF%25B8%25EC%25A7%2580_kkp_jpg.jpg&blockId=74c0b754-3516-489c-a5f2-f188287c105c,카카오페이지 카카오웹툰,
겨우내,Throughout the winter,https://www.toons.kr/1649465c-b585-4b86-8e09-a130d070a7b1,"BL,스릴러",사해,벌래,,,,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F734c375c-b104-4a1c-83aa-dabcd8bcec24%2F%EA%B2%A8%EC%9A%B0%EB%82%B4%EB%B0%B0%EB%84%88.jpg&blockId=da8cc353-c766-4fdf-9b7a-4d9a45514054,https://www.bomtoon.com/comic/ep_list/gyeounae/?p_id=gk609&gclid=CjwKCAiAyPyQBhB6EiwAFUuakiJf4c8A4cGTxazrjBWY0Iku9p1UoF5NFlV4NsZyMFLnSLixHWuqFhoCp28QAvD_BwE,연재 종료
무능한 아빠는 외계인,my_alien_dad,https://www.toons.kr/184516bd-a31a-4c08-b43a-aadd22811877,"드라마,성장",이태하,이태하,,,,,,https://s3-us-west-2.amazonaws.com/secure.notion-static.com/7dc54157-621c-4e7c-8787-9e302e921e8b/주인공_얼굴_이거로.jpg,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F1bd96cd0-bcb9-4d46-a92c-677b1d33d9fd%2F%EB%8C%80%ED%91%9C%EC%9D%B4%EB%AF%B8%EC%A7%802.jpg&blockId=c54e5f8c-57f3-4948-b879-1a388742eee6,https://page.kakao.com/home?seriesId=54245289,연재 종료
우당탕탕 따식이,,https://www.toons.kr/1915b0c6-e045-4e6f-9ec0-f685cf60c967,"개그,소년,블랙코미디,병맛",,현용민,,"이상신, 국중록",2,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F63a15a82-030d-4e81-85fd-25f321ebe251%2FUntitled.png&blockId=bde32ab3-15aa-422d-be0e-7a0557782f46,https://page.kakao.com/content/61440167,
날 만나러 가요,findingme,https://www.toons.kr/19655ce5-9577-4aa6-ae9e-4ecb40265705,"힐링,여행",포동,포동,,,,,,소심하고 수동적인 여자주인공 '포동' 은 회사를 그만두고 난 후 예전부터 마음 속으로만 생각했었던 여행을 계획한다.,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Fb6ba4ff3-60bf-4d4b-9077-ebc57629cc94%2Fheadline_640x326_%EB%B3%B5%EC%82%AC.png&blockId=0d65effa-548e-4e4a-ae0d-413107126d17,,연재 종료
텍미하이(Take me high),Never Mind Darling,https://www.toons.kr/1b2c7a4b-c718-8028-82b5-cd642b47047d,"BL,캠퍼스",이룩,이룩,,,0.3,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=attachment%3A5b28ecfa-f876-4387-a0c7-7b06d9bfc7a1%3A%ED%85%8D%EB%AF%B8%ED%95%98%EC%9D%B4(Take_me_high).jpg&blockId=1b2c7a4b-c718-8178-a952-e4dabc8cc59c,리디북스 : 바로가기,save for 연재시작
네임펜으로 그린 그림,namepen_toon,https://www.toons.kr/1b815c0b-f593-4bc5-8a50-351dbc41604f,"공감,일상",홍승우,홍승우,,,,,,"모든 주인공이 귀여운 동물, 그 중 커플을 담당하는 토끼 우기와 거북이 부기가 보여주는 공감 이야기",https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F04063257-dd60-4862-acc4-ba79a6ac14e5%2F%EB%84%A4%EC%9E%84%ED%8E%9C.png&blockId=3a99234f-c091-478f-ae21-7ee9f85f4331,,연재 종료
전처와의 동거,ex_wife,https://www.toons.kr/1d1b6a97-1cb0-4e2c-b820-d566f08e1990,성인,이대팔,검은토끼,탑툰 구독자 300만,,,,탑툰 구독자 300만,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F491d1183-172d-46fe-8278-70d9fb770939%2F%EC%A0%84%EC%B2%98%EC%99%80%EC%9D%98%EB%8F%99%EA%B1%B0.jpg&blockId=2de44253-3fb9-4a10-a34d-cc725d47a454,https://toptoon.com/comic/ep_list/ex_wife/?p_id=adp66&_code=3336061,연재 종료
사랑에 번역앱이 필요한가요?,love_translrator,https://www.toons.kr/21e9c5e2-5d00-45e5-8b50-37ef9513d488,로맨스,휘요,휘요,카카오페이지 구독자 11만,,34,,카카오페이지 구독자 11만,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F9716eabf-26cc-4e41-b23a-b653ea67101a%2F%EC%82%AC%EB%B2%88%EC%95%B12.png&blockId=61275516-4819-41e6-8000-98bb6bb337fb,https://page.kakao.com/home?seriesId=54100540,live 연재 중
나쁘니까 더,Becoming_Bad,https://www.toons.kr/21ea873d-d7a5-4317-8959-6df1379da3dd,"노블코믹스,로맨스",나야(원작),해린,나야 작가 원작 로맨스 웹소설,https://ridibooks.com/books/1623001113?_s=search&_q=나쁘니까&_rdt_sid=search&_rdt_idx=1,,,나야 작가 원작 로맨스 웹소설,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F34ff912b-8ea3-424a-abee-fd13dd764db6%2F%ED%91%9C%EC%A7%80.jpg&blockId=01fd211d-37e6-4847-8761-ba1f3049ce21,https://ridibooks.com/books/3097000702?_s=search&_q=%EB%82%98%EC%81%98%EB%8B%88%EA%B9%8C&_rdt_sid=search&_rdt_idx=0,live 연재 중
죽은 자를 상대하는 방법,dealingthedead,https://www.toons.kr/244c4f6f-8bce-4891-b7a9-a5ce1c589c52,"스릴러,좀비",내똥은참외,내똥은참외,,,,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Ffae11247-f47e-410c-a70e-2a6500e0a067%2FB%EC%BB%A4%EB%B2%84%EC%9D%B4%EB%AF%B8%EC%A7%80_%EC%88%98%EC%A0%95.jpg&blockId=9408ab82-f37e-47e9-870e-f3c931d5710d,https://www.bomtoon.com/comic/ep_list/death_man,연재 종료
그림자 미녀,shadowy beauty,https://www.toons.kr/254b22b2-64de-45a3-9ad4-1429d442a9e6,"드라마,스토리,성장",아흠,아흠,드라마 카카오TV 런칭!,,10,,드라마 카카오TV 런칭!,"성장연재 페이지https://page.kakao.com/home?seriesId=53419580글아흠그림아흠Featured드라마 카카오TV 런칭!2 more properties캐릭터애진학교에서는 마음 터놓을 친구 없는 왕따, SNS에서는 70만 팔로워를 가진 인플루언서 지니로 이중생활을 하고 있다.하늘애진을 왕따 시키고 있는 주동자로, 타고난 미모와 함께 자신의 외모에 엄청 신경은 쓰는 인물로 ‘호인’을 좋아하고 있다.호인궁금한건 꼭 알아내야 하는 추리덕후로, 애진에 대한 비밀을 캐내려고 한다.시놉시스어렸을 때부터 예쁜 언니와 비교 당하며 자란 애진. 그러나 사고로 언니가 죽게 되고, 자신에게 언제나 친절하고 자랑거리였던 언니를 그리워한다. 애진은 언니가 고등학생이 된 모습을 상상하며 자신의 사진을 과도하게 포토샵으로 변형하여 SNS에 업로드 하기 시작하고 팔로워 70만의 SNS스타 자리에 오르게 된다.학교에서는 왕따 애진으로, 인터넷에선 SNS 스타 지니로의 이중생활이 시작된다.TOP",https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Fb87519ea-6199-44be-9ef0-2e8a58a127c8%2F%EA%B7%B8%EB%A6%BC%EC%9E%90_%EB%AF%B8%EB%85%80_%EB%8C%80%ED%91%9C%EC%9D%B4%EB%AF%B8%EC%A7%80.jpg&blockId=0e686c64-7802-473e-857c-8c9afa5e0ea5,https://page.kakao.com/home?seriesId=53419580,연재 종료
영의 확률,,https://www.toons.kr/25659099-8afd-48bb-8bb6-73daf9f2b751,BL,밥다오,밥다오,,,0.7,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2F782801ca-3dcc-4751-8a08-4267aa829022%2F65f26c41-8232-4066-a19d-f92729239e92%2F%25EC%2598%2581%25EC%259D%2598%25ED%2599%2595%25EB%25A5%25A0_%25ED%2591%259C%25EC%25A7%2580_%25EB%25A6%25AC%25EB%2594%2594%25EB%25B6%2581%25EC%258A%25A4.jpg&blockId=4922eb9b-3f7a-4d82-8bed-276e3c4a85e2,https://ridibooks.com/books/3097001359,
인간시장,human market,https://www.toons.kr/26580726-4c78-47e2-8636-21e8e8395b55,"드라마,스토리,성장",아흠,아흠,아흠 작가님 차기작,,11,,아흠 작가님 차기작,"성장연재 페이지https://page.kakao.com/home?seriesId=58717191글아흠그림아흠Featured 아흠 작가님 차기작2 more properties캐릭터이미로허영심 가득한 인플루언서로 자신의 진짜 그림을 알아봐 주는 여자에게 호감을 가져 함께 술자리를 가졌는데, 자신의 과거를 알고 있는 사람인 것을 알게 되고 그 뒤로 계속 일이 꼬이게 된다.류시라복수를 위해 ‘미로’에게 접근을 한 인물로, ‘미로’에게 자신을 인플루언서로 만들어달라고 한다.진이용‘미로’와 사귀고 있는 남자친구로, 자신의 편한 일상을 위해 ‘미로’의 곁을 떠나지 않으려 한다.시놉시스“나도 너처럼 살아보자”완벽해 보였던 인플루언서 ‘미로’에게 자신의 모든 과거와 거짓말을 알고 있는 팬이 나타났다.이 여자는 이것을 이용해 ‘미로’에게 점점 더 많은 것을 요구를 하고, 자신을 인플루엇너의 위치에 올려놓아라고 하는데, 이 여자의 진짜 목적은 무엇일까?TOP",https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F25c8e43d-ea41-43db-a3ac-29a8c2c79962%2F%EC%9D%B8%EA%B0%84%EC%8B%9C%EC%9E%A5_%EB%A9%94%EC%9D%B8%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg&blockId=faa3a08e-7f5f-431f-b083-eae6c38ef2bd,https://page.kakao.com/home?seriesId=58717191,live 연재 중
웽툰 시즌5,https://data.oopy.io/ weangtoon5,https://www.toons.kr/270ca824-0b29-45be-84da-32f88e499bfd,"일상,개그",춘섬이,춘섬이,,,28,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Fd1c25fd0-089f-4ff2-803f-86c9c12a11ce%2F%E1%84%83%E1%85%A2%E1%84%91%E1%85%AD%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%80%E1%85%A1%E1%84%85%E1%85%A9%E1%84%92%E1%85%A7%E1%86%BC.png&blockId=9a7573ad-43b3-49d5-a39d-7c424a0986a0,https://page.kakao.com/home?seriesId=53764524,live 연재 중
조선팔도 최강아이돌,chosun_SUPERidol,https://www.toons.kr/28227229-e734-4260-8338-4953c76e7fda,로맨스,햄쥐주먹,햄쥐주먹,,,43,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F8cdcf73d-f19a-4693-8d9d-15c401d91a62%2F%EC%A1%B0%EC%84%A0%ED%8C%94%EB%8F%84%EB%B6%81%EC%8A%A4_%ED%91%9C%EC%A7%80.jpg&blockId=36c8f754-7697-462a-ab89-cd8566e9670a,https://comic.naver.com/webtoon/list?titleId=721915,연재 종료
애증과 애정사이,love_hate_relationship,https://www.toons.kr/2887d1cc-ae8f-45c4-9e7b-7c0cf05b68fc,"BL,판타지,성인",부찌,부찌,차기작품,,33,,차기작품,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F36da9d84-66dd-4138-9f19-62a0ca7148f0%2F%EC%95%A0%EC%A6%9D%EA%B3%BC_%EC%95%A0%EC%A0%95%EC%82%AC%EC%9D%B4_%EB%B0%B0%EB%84%88_%EC%B5%9C%EC%A2%85_%EC%A0%9C%EB%AA%A9%EC%97%86%EC%9D%8C.jpg&blockId=3186a3b3-30bc-4926-b525-f73782b458d8,https://www.bomtoon.com/comic/ep_list/hate_love/?p_id=insta308&utm_medium=cpc&utm_campaign=newwebtoon&utm_content=%EC%95%A0%EC%A6%9D%EA%B3%BC%EC%95%A0%EC%A0%95%EC%82%AC%EC%9D%B4,연재 종료
멜랑꼴리,melancholy,https://www.toons.kr/2896d77f-c00e-45ef-9427-5a19fc1c8be7,"코미디,에피소드",비타민,비타민,,,,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F7bd6ef32-4408-4d15-83e8-52598619b7fc%2F%EB%A9%9C%EB%9E%91%EA%BC%B4%EB%A6%AC_%EB%B3%B5%EC%82%AC.jpg&blockId=05cb8cc4-c68d-416a-a466-a22e4ff65dd1,,
페이트,fate,https://www.toons.kr/29f52c15-3efa-480a-8588-305fa31e4400,"판타지,로맨스",민구,진욱,,,29,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2F782801ca-3dcc-4751-8a08-4267aa829022%2Ff9fea801-b70e-436b-8f5a-9f1cb30c0ee3%2F%25ED%258E%2598%25EC%259D%25B4%25ED%258A%25B8.jpg&blockId=2e058d92-d60a-4f11-b759-b08e2bcc71a9,,연재 종료
다 해줄게,I'll do everything for you,https://www.toons.kr/2df64166-b597-4ce6-a5fb-fb43609b2070,"성인,드라마",M,Y,,,,,,,https://oopy.lazyrockets.com/api/v2/notion/image?src=https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2F9a75a371-c05b-4f1e-b4e5-05651a785115%2F%EB%8B%A4%ED%95%B4%EC%A4%84%EA%B2%8C016_009.jpg&blockId=17f320e2-3996-46d6-9581-87a2177fe306,https://www.toomics.com/uplmscg/episode/toon/5045,연재 종료
